Name,Last Name,First Name,Graduation date,Rank at graduation,Class,Graduated from,Pilot type,Military hometown of record,State,Aerial Victory Credits,Web Profile
"Hays, George K.",Hays, George K.,23-May-44,2nd Lt,SE-44-E,TAAF,Single engine,Los Angeles,CA,,
"Hays, Milton S.",Hays, Milton S.,15-Apr-44,2nd Lt,SE-44-D,TAAF,Single engine,Los Angeles,CA,,
"Haywood, Vernon V.",Haywood, Vernon V.,29-Apr-43,2nd Lt,SE-43-D,TAAF,Single engine,Raleigh,NC,,https://cafriseabove.org/vernon-v-haywood/
"Heath, Percy L., Jr.",Heath," Percy L., Jr.",1-Feb-44,2nd Lt,SE-44-K,TAAF,Single engine,Philadelphia,PA,,
"Helem, George W.",Helem, George W.,23-May-45,2nd Lt,SE-45-C,TAAF,Single engine,Reidsville,NC,,
"Henderson, Eugene R.",Henderson, Eugene R.,20-Nov-44,2nd Lt,TE-44-I,TAAF,Twin engine,Jacksonvile,FL,,
"Henry, Milton R.",Henry, Milton R.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Philadelphia,PA,,
"Henry, Warren E.",Henry, Warren E.,8-Sep-44,2nd Lt,TE-44-H,TAAF,Twin engine,Plainfield,NJ,,
"Henry, William T.",Henry, William T.,1-Feb-44,Flight Officer,SE-44-K,TAAF,Single engine,New York,NY,,
"Henson, James W.",Henson, James W.,15-Apr-45,2nd Lt,SE-45-B,TAAF,Single engine,Baltimore,MD,,
"Herrington, Arron",Herrington, Arron,23-May-44,2nd Lt,SE-44-E,TAAF,Single engine,Raleigh,NC,,
"Herron, Walter E.",Herron, Walter E.,28-Dec-44,1st Lt,TE-44-J,TAAF,Twin engine,Memphis,TN,,
"Hervey, Henry P., Jr.",Hervey," Henry P., Jr.",5-Dec-43,2nd Lt,TE-43-K,TAAF,Twin engine,Chicago,IL,,
"Heywood, Herbert H.",Heywood, Herbert H.,12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,St. Croix,VI,,
"Hicks, Arthur N.",Hicks, Arthur N.,23-May-45,2nd Lt,SE-45-C,TAAF,Single engine,Dayton,OH,,
"Hicks, Frederick P.",Hicks, Frederick P.,8-Feb-44,2nd Lt,TE-44-B,TAAF,Twin engine,San Francisco,CA,,
"Higginbotham, Mitchell L.",Higginbotham, Mitchell L.,1-Feb-44,2nd Lt,TE-44-K,TAAF,Twin engine,Sewickley,PA,,
"Highbaugh, Earl B.",Highbaugh, Earl B.,23-May-44,2nd Lt,SE-44-E,TAAF,Single engine,Indianapolis,IN,,
"Highbaugh, Richard B.",Highbaugh, Richard B.,5-Dec-43,2nd Lt,TE-43-K,TAAF,Twin engine,Indianapolis,IN,,
"Hill, Charles A., Jr.",Hill," Charles A., Jr.",27-Jun-44,2nd Lt,SE-44-F,TAAF,Single engine,Detroit,MI,,
"Hill, Charles D.",Hill, Charles D.,8-Feb-44,2nd Lt,TE-44-B,TAAF,Twin engine,Washington,DC,,
"Hill, Louis G., Jr.",Hill," Louis G., Jr.",8-Feb-44,1st Lt,TE-44-B,TAAF,Twin engine,Indianapolis,IN,,
"Hill, Nathaniel M.",Hill, Nathaniel M.,9-Oct-42,2nd Lt,SE-42-I,TAAF,Single engine,Washington,DC,,
"Hill, William E.",Hill, William E.,30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,Narragansett RI,,,
"Hill, William L.",Hill, William L.,5-Dec-43,Flight Officer,SE-43-K,TAAF,Single engine,Huntington,WV,"Downed 1 Me-109 on August 23, 1944",
"Hillary, Harold A.",Hillary, Harold A.,5-Dec-43,2nd Lt,TE-43-K,TAAF,Twin engine,New York,NY,,
"Hockaday, Wendell W.",Hockaday, Wendell W.,23-May-44,2nd Lt,SE-44-E,TAAF,Single engine,Norfolk,VA,,
"Hodges, Jerry T., Jr.",Hodges," Jerry T., Jr.",8-Sep-45,2nd Lt,TE-45-F,TAAF,Twin engine,Heth,AR,,
"Holbert, Bertrand J.",Holbert, Bertrand J.,11-Mar-45,2nd Lt,SE-45-A,TAAF,Single engine,Dallas,TX,,
"Holland, Henry T.",Holland, Henry T.,4-Aug-45,2nd Lt,SE-45-E,TAAF,Single engine,Baltimore,MD,,
"Holloman, William H., III",Holloman," William H., III",8-Sep-44,2nd Lt,SE-44-H,TAAF,Single engine,St. Louis,MO,,
"Holloway, Lorenzo W., Jr.",Holloway," Lorenzo W., Jr.",16-Oct-45,2nd Lt,SE-45-G,TAAF,Single engine,Detroit,MI,,
"Holman, William D.",Holman, William D.,23-May-45,Flight Officer,SE-45-C,TAAF,Single engine,Suffolk,VA,,
"Holsclaw, Jack D.",Holsclaw, Jack D.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Spokane,WA,"Downed 2 Me-109s on July 18, 1944",
"Honemond, Maxwell",Honemond, Maxwell,7-Dec-43,2nd Lt,CL-43-3,TAAF,Liaison pilot,Baltimore,MD,,
"Hopson, Vernon",Hopson, Vernon,20-Nov-44,Flight Officer,SE-44-I,TAAF,Single engine,San Antonio,TX,,
"Hoskins, Harold K.",Hoskins, Harold K.,12-Oct-48,2nd Lt,,"Williams AFB, AZ",Single engine,,,,
Houston Heber C.,#VALUE!,#VALUE!,29-Apr-43,2nd Lt,SE-43-D,TAAF,Single engine,Detroit,MI,,
"Howard, Fred E.",Howard, Fred E.,22-Oct-43,1st Lt,CL-43-2,TAAF,Liaison pilot,Chicago,IL,,
"Hubbard, Lyman L.",Hubbard, Lyman L.,20-Nov-45,Flight Officer,TE-45-H,TAAF,Twin engine,Springfield,IL,,
"Hudson, Elbert",Hudson, Elbert,12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,Los Angeles,CA,,
"Hudson, Lincoln T.",Hudson, Lincoln T.,27-Jun-44,2nd Lt,SE-44-F,TAAF,Single engine,Chicago,IL,,
"Hudson, Perry E., Jr.",Hudson," Perry E., Jr.",3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Atlanta,GA,,
"Hughes, Andrew James",Hughes, Andrew James,14-May-46,Flight Officer,TE-46-B,TAAF,Twin engine,Unknown,,,
"Hughes, Samuel R., Jr.",Hughes," Samuel R., Jr.",15-Apr-45,Flight Officer,SE-45-B,TAAF,Single engine,Los Angeles,CA,,
"Hunter, Charles H.",Hunter, Charles H.,7-Jan-44,2nd Lt,TE-44-A,TAAF,Twin engine,Washington,DC,,
"Hunter, Henry A.",Hunter, Henry A.,16-Oct-44,2nd Lt,SE-44-I-1,TAAF,Single engine,Williamsport,PA,,
"Hunter, Marcellus L.",Hunter, Marcellus L.,16-Oct-45,2nd Lt,TE-45-G,TAAF,Twin engine,Washington,DC,,
"Hunter, Samuel D.",Hunter, Samuel D.,28-Dec-44,2nd Lt,TE-44-J,TAAF,Twin engine,Colorado Springs,CO,,
"Hunter, Willie S.",Hunter, Willie S.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Albany,GA,,
"Hurd, James A.",Hurd, James A.,8-Sep-44,1st Lt,TE-44-H,TAAF,Twin engine,Leavenworth,KS,,
"Hurd, Sylvester H., Jr.",Hurd," Sylvester H., Jr.",20-Nov-45,Flight Officer,SE-45-H,TAAF,Single engine,Chicago,IL,,
"Hurt, Wesley D.",Hurt, Wesley D.,4-Aug-45,2nd Lt,SE-45-E,TAAF,Single engine,Philadelphia,PA,,
"Hutcherson, Fred",Hutcherson, Fred,,Flight Officer,45-BI-1,TAAF,Service pilot,Evanson,IL,,
"Hutchins, Freddie E.",Hutchins, Freddie E.,29-Apr-43,2nd Lt,SE-43-D,TAAF,Single engine,Donaldsonville,CA,"Downed 1 Me-109 on July 26, 1944",
"Hutton, Oscar D.",Hutton, Oscar D.,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Chicago,IL,,
"Hymes, William H",Hymes, William H,1-Feb-44,2nd Lt,SE-44-K,TAAF,Single engine,Lincoln Univ,PA,,
"Iles, George J.",Iles, George J.,23-May-44,2nd Lt,SE-44-E,TAAF,Single engine,Quincy,IL,,
"Irving, Wellington G.",Irving, Wellington G.,5-Dec-43,2nd Lt,SE-43-K,TAAF,Single engine,Belzoni,MS,,
"Jackson, Charles L.",Jackson, Charles L.,15-Apr-44,Flight Officer,SE-44-D,TAAF,Single engine,Circleville,OH,,
"Jackson, Charles S., Jr.",Jackson," Charles S., Jr.",7-Jan-44,2nd Lt,SE-44-A,TAAF,Single engine,Chicago,IL,,
"Jackson, Donald E.",Jackson, Donald E.,20-Nov-45,Flight Officer,TE-45-H,TAAF,Twin engine,Kansas City,KS,,
"Jackson, Frank A.",Jackson, Frank A.,16-Oct-44,Flight Officer,SE-44-I-1,TAAF,Single engine,Youngstown,OH,,
"Jackson, Julien D., Jr.",Jackson," Julien D., Jr.",16-Oct-45,Flight Officer,SE-45-G,TAAF,Single engine,Norfolk,VA,,
"Jackson, Leonard M.",Jackson, Leonard M.,29-Apr-43,2nd Lt,SE-43-D,TAAF,Single engine,Fort Worth,TX,"Downed 1 Fw-190 on February 7, 1944; Downed 1 Me-109 on July 26, 1944; Downed 1 Me-109 on July 27, 1944",
"Jackson, Melvin T.",Jackson, Melvin T.,10-Nov-42,2nd Lt,SE-42-J,TAAF,Single engine,Warrenton,VA,"Downed 1 Me-109 on June 9, 1944",
"Jackson, Sterling K.",Jackson, Sterling K.,7-Dec-43,2nd Lt,CL-43-3,TAAF,Liaison pilot,Chicago,IL,,
"Jackson, William T.",Jackson, William T.,27-Jun-44,Flight Officer,TE-44-F,TAAF,Twin engine,Chicago,IL,,
"Jamerson, Clarence F.",Jamerson, Clarence F.,25-Mar-43,2nd Lt,SE-43-C,TAAF,Single engine,Pasedena,CA,,
"James, Daniel, Jr.",James," Daniel, Jr.",28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Pensacola,FL,,
"James, Voris S.",James, Voris S.,20-Nov-44,2nd Lt,TE-44-I,TAAF,Twin engine,San Antonio,TX,,
"Jamison, Clarence C.",Jamison, Clarence C.,29-Apr-42,2nd Lt,SE-42-D,TAAF,Single engine,Cleveland,OH,,
"Jamison, Donald S.",Jamison, Donald S.,8-Sep-45,Flight Officer,TE-45-F,TAAF,Twin engine,Wilmington,DE,,
"Jefferson, Alexander",Jefferson, Alexander,7-Jan-44,2nd Lt,SE-44-A,TAAF,Single engine,Detroit,MI,,
"Jefferson, Lawrence B.",Jefferson, Lawrence B.,30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,Grand Rapids,MI,,
"Jefferson, Samuel",Jefferson, Samuel,30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,Galveston,TX,,
"Jefferson, Thomas W.",Jefferson, Thomas W.,23-May-44,Flight Officer,SE-44-E,TAAF,Single engine,Chicago,IL,"Downed 2 Me-109s on April 26, 1945",
"Jenkins, Edward M.",Jenkins, Edward M.,11-Mar-45,2nd Lt,SE-45-A,TAAF,Single engine,Nutley,NJ,,
"Jenkins, Garfield L.",Jenkins, Garfield L.,20-Nov-44,2nd Lt,SE-44-I,TAAF,Single engine,Chicago,IL,,
"Jenkins, Joseph E.",Jenkins, Joseph E.,16-Oct-44,2nd Lt,TE-44-I-1,TAAF,Twin engine,Ardmore,PA,,
"Jenkins, Silas M.",Jenkins, Silas M.,16-Oct-44,2nd Lt,TE-44-I-1,TAAF,Twin engine,Lansing,MI,,
"Jenkins, Stephen S., Jr.",Jenkins," Stephen S., Jr.",8-Sep-44,2nd Lt,SE-44-H,TAAF,Single engine,Columbus,OH,,
"Johnson, Alvin J.",Johnson, Alvin J.,20-Nov-44,2nd Lt,SE-44-I,TAAF,Single engine,Chicago,IL,,
"Johnson, Andrew, Jr.",Johnson," Andrew, Jr.",20-Nov-44,2nd Lt,SE-44-I,TAAF,Single engine,Greensboro,NC,,
"Johnson, Carl C.",Johnson, Carl C.,Oct-46,Flight Officer,,"Enid Army Air Field, Ok",Twin engine,,,,
"Johnson, Carl E.",Johnson, Carl E.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Charlottesville,VA,"Downed 1 RE-2001 on July 30, 1944",
"Johnson, Charles B.",Johnson, Charles B.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Philadelphia,PA,,
"Johnson, Charlie A.",Johnson, Charlie A.,20-Nov-44,Flight Officer,TE-44-I,TAAF,Twin engine,Marshall,TX,,
"Johnson, Clarence",Johnson, Clarence,27-Jun-45,2nd Lt,SE-45-D,TAAF,Single engine,Newark,NJ,,
"Johnson, Conrad A., Jr.",Johnson," Conrad A., Jr.",4-Aug-44,2nd Lt,SE-44-G,TAAF,Single engine,New York,NY,,
"Johnson, Earl C.",Johnson, Earl C.,23-May-45,Flight Officer,SE-45-C,TAAF,Single engine,Baltimore,MD,,
"Johnson, Langdon E.",Johnson, Langdon E.,28-May-43,2nd Lt,SE-43-E,TAAF,Single engine,Rand,WV,"Downed 1 Me-109 on July 20, 1944",
"Johnson, Louis W.",Johnson, Louis W.,20-Nov-44,2nd Lt,SE-44-I,TAAF,Single engine,San Antonio,TX,,
"Johnson, Robert M.",Johnson, Robert M.,8-Sep-44,Flight Officer,SE-44-H,TAAF,Single engine,Pittsburg,PA,,
"Johnson, Rupert C.",Johnson, Rupert C.,27-Jun-44,2nd Lt,SE-44-F,TAAF,Single engine,Los Angeles,CA,,
"Johnson, Theopolis W.",Johnson, Theopolis W.,15-Apr-45,2nd Lt,TE-45-B,TAAF,Twin engine,Carbon Hill,AL,,
"Johnson, Wilbert H.",Johnson, Wilbert H.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Los Angeles,CA,,
"Johnson, William H.",Johnson, William H.,7-Dec-43,2nd Lt,CL-43-3,TAAF,Liaison pilot,Franklin County,OH,,
"Johnston, William A., Jr.",Johnston," William A., Jr.",27-Jun-45,Flight Officer,SE-45-D,TAAF,Single engine,Sewickley,PA,,
"Jones, Beecher A.",Jones, Beecher A.,1-Feb-44,Flight Officer,SE-44-K,TAAF,Single engine,Chillicothe,OH,,
"Jones, Edgar L.",Jones, Edgar L.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,New York,NY,,
"Jones, Frank D.",Jones, Frank D.,23-May-45,Flight Officer,SE-45-C,TAAF,Single engine,Hyattsville,MD,,
"Jones, Hubert L.",Jones, Hubert L.,30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,Institute,WV,,
"Jones, Major E.",Jones, Major E.,15-Apr-44,2nd Lt,SE-44-D,TAAF,Single engine,Cleveland,OH,,
"Jones, Robert, Jr.",Jones," Robert, Jr.",11-Mar-45,Flight Officer,SE-45-A,TAAF,Single engine,Jamestown,NY,,
"Jones, William M.",Jones, William M.,16-Oct-45,2nd Lt,SE-45-G,TAAF,Single engine,Columbus,OH,,
"Jordan, William M.",Jordan, William M.,22-Oct-43,2nd Lt,CL-43-2,TAAF,Liaison pilot,Chicago,IL,,
"Jordon, Lowell H.",Jordon, Lowell H.,15-Apr-45,2nd Lt,TE-45-B,TAAF,Twin engine,Ft. Huachuca,AZ,,
"Keel, Daniel",Keel, Daniel,16-Oct-45,Flight Officer,TE-45-G,TAAF,Twin engine,Boston,MA,,
"Keith, Laurel E.",Keith, Laurel E.,27-Jun-44,2nd Lt,TE-44-F,TAAF,Twin engine,Cassopolis,MI,,
"Kellam, Edgar L.",Kellam, Edgar L.,12-Oct-48,1st Lt,,"Williams AFB, AZ",Single engine,,,,
"Kelly, Earl",Kelly, Earl,8-Sep-45,2nd Lt,SE-45-F,TAAF,Single engine,Los Angeles,CA,,
"Kelly, Thomas A.",Kelly, Thomas A.,27-Jun-45,Flight Officer,SE-45-D,TAAF,Single engine,Pasadena,CA,,
"Kennedy, Elmore V.",Kennedy, Elmore V.,5-Dec-43,1st Lt,TE-43-K,TAAF,Twin engine,Philadelphia,PA,,
"Kennedy, James V., Jr.",Kennedy," James V., Jr.",11-Mar-45,2nd Lt,TE-45-A,TAAF,Twin engine,Chicago,IL,,
"Kenney, Oscar A.",Kenney, Oscar A.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Tuskegee Inst.,AL,,
"Kimbrough, Benny R.",Kimbrough, Benny R.,4-Aug-44,2nd Lt,SE-44-G,TAAF,Single engine,Cincinnatti,OH,,
"King, Celestus",King, Celestus,15-Apr-44,2nd Lt,TE-44-D,TAAF,Twin engine,Los Angeles,CA,,
"King, Earl E.",King, Earl E.,5-Aug-42,2nd Lt,SE-42-G,TAAF,Single engine,Bessemer,AL,,
"King, Haldane",King, Haldane,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Jamaica,NY,,
"Kirkpatrick, Felix J.",Kirkpatrick, Felix J.,28-May-43,2nd Lt,SE-43-E,TAAF,Single engine,Chicago,IL,"Downed 1 Me-109 on July 27, 1944",
"Kirksey, LeeRoy",Kirksey, LeeRoy,28-Dec-44,Flight Officer,SE-44-J,TAAF,Single engine,St. Louis,MO,,
"Knight, Calvin M.",Knight, Calvin M.,27-Jun-45,Flight Officer,SE-45-D,TAAF,Single engine,Norfolk,VA,,
"Knight, Frederick D., Jr.",Knight," Frederick D., Jr.",20-Nov-45,2nd Lt,TE-45-H,TAAF,Twin engine,Columbus,OH,,
"Knight, William H.",Knight, William H.,15-Apr-45,Flight Officer,SE-45-B,TAAF,Single engine,Topeka,KS,,
"Knighten, James B.",Knighten, James B.,20-May-42,2nd Lt,SE-42-E,TAAF,Single engine,Tulsa,OK,,
"Knox, George L.",Knox, George L.,20-May-42,2nd Lt,SE-42-E,TAAF,Single engine,Indianapolis,IN,,
"Kydd, George H., III",Kydd," George H., III",15-Apr-44,2nd Lt,TE-44-D,TAAF,Twin engine,Charleston,WV,,
"Lacy, Hezekiah",Lacy, Hezekiah,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,River Rouge,MI,,
"Laird, Edward",Laird, Edward,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Brighton,AL,,
"Lanauze, Harry E.",Lanauze, Harry E.,23-Mar-46,2nd Lt,SE-46-A,TAAF,Single engine,Washington,DC,,
"Lancaster, Theadore W.",Lancaster, Theadore W.,16-Oct-44,2nd Lt,SE-44-I-1,TAAF,Single engine,Rochester,NY,,
"Lane, Allen G.",Lane, Allen G.,3-Jul-42,2nd Lt,SE-42-F,TAAF,Single engine,Demopolis,AL,,
"Lane, Charles A.",Lane, Charles A.,8-Sep-44,Flight Officer,SE-44-H,TAAF,Single engine,St. Louis,MO,,
"Lane, Earl R.",Lane, Earl R.,15-Apr-44,2nd Lt,SE-44-D,TAAF,Single engine,Wickliffe,OH,"Downed 1 Me-262 on March 24, 1945; Downed 1 Me-109 on March 31, 1945",
"Langston, Carroll N.",Langston, Carroll N.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Chicago,IL,,
"Lanham, Jimmy",Lanham, Jimmy,23-May-44,2nd Lt,SE-44-E,TAAF,Single engine,Philadelphia,PA,"Downed 1 Me-109 on April 15, 1945; Downed 1 Me-109 on April 26, 1945",
"Lankford, Joshua J.",Lankford, Joshua J.,20-Nov-45,2nd Lt,TE-45-H,TAAF,Twin engine,San Antonio,TX,,
"Lawrence, Erwin B., Jr.",Lawrence," Erwin B., Jr.",3-Jul-42,2nd Lt,SE-42-F,TAAF,Single engine,Cleveland,OH,,
"Lawrence, Robert W.",Lawrence, Robert W.,27-Jun-44,2nd Lt,SE-44-F,TAAF,Single engine,Bloomfield,NJ,,
"Lawson, Herman A.",Lawson, Herman A.,9-Oct-42,2nd Lt,SE-42-I,TAAF,Single engine,Fresno,CA,,
"Lawson, Walter E.",Lawson, Walter E.,5-Aug-42,2nd Lt,SE-42-G,TAAF,Single engine,Newton,VA,,
"Leahr, John H.",Leahr, John H.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Cincinnatti,OH,,
"Lee, Frank",Lee, Frank,27-Jun-44,2nd Lt,TE-44-F,TAAF,Twin engine,Los Angeles,CA,,
"Leftenant, Samuel G.",Leftenant, Samuel G.,8-Sep-44,2nd Lt,SE-44-H,TAAF,Single engine,Amityville,NY,,
"Leftwich, Ivey L.",Leftwich, Ivey L.,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Fairfield,AL,,
"Leonard, Wilmore B.",Leonard, Wilmore B.,6-Sep-42,2nd Lt,SE-42-H,TAAF,Single engine,Salisbury,MD,,
"Leslie, William A.",Leslie, William A.,16-Oct-45,2nd Lt,TE-45-G,TAAF,Twin engine,Boston,MD,,
"Lester, Clarence D.",Lester, Clarence D.,5-Dec-43,2nd Lt,SE-43-K,TAAF,Single engine,Chicago,IL,"Downed 3 Me-109s on July 18, 1944",
"Lewis, Herbert Jr.",Lewis, Herbert Jr.,20-Nov-45,Flight Officer,SE-45-H,TAAF,Single engine,South Bend,IN,,
"Lewis, Joe A.",Lewis, Joe A.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Denver,CO,,
"Lewis, William R.",Lewis, William R.,5-Dec-43,2nd Lt,SE-43-K,TAAF,Single engine,Boston,MA,,
"Lieteau, Albert J.",Lieteau, Albert J.,8-Sep-44,1st Lt,SE-44-H,TAAF,Single engine,New Orleans,LA,,
"Liggins, Wayne V.",Liggins, Wayne V.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Springfield,OH,,
"Lindsey, Perry W.",Lindsey, Perry W.,16-Oct-45,2nd Lt,TE-45-G,TAAF,Twin engine,New Albany,IN,,
"Lockett, Claybourne A.",Lockett, Claybourne A.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Los Angeles,CA,,
"Long, Clyde C., Jr.",Long," Clyde C., Jr.",15-Apr-45,Flight Officer,SE-45-B,TAAF,Single engine,Itasca,TX,,
"Long, Wendell W.",Long, Wendell W.,7-Dec-43,2nd Lt,CL-43-3,TAAF,Liaison pilot,Champaign-Urbana,IL,,
"Long, Wilbur F.",Long, Wilbur F.,8-Feb-44,2nd Lt,SE-44-B,TAAF,Single engine,New Rochelle,NY,,
"Love, Thomas W., Jr.",Love," Thomas W., Jr.",23-Mar-46,2nd Lt,SE-46-A,TAAF,Single engine,Ardmore,PA,,
"Lucas, Wendell M.",Lucas, Wendell M.,23-May-44,1st Lt,SE-44-E,TAAF,Single engine,Fairmont Hts.,MD,,
"Lyle, John H.",Lyle, John H.,4-Aug-44,Flight Officer,SE-44-G,TAAF,Single engine,Chicago,IL,"Downed 1 Me-109 on March 31, 1945",
"Lyle, Payton H.",Lyle, Payton H.,12-Mar-44,1st Lt,TE-44-C,TAAF,Twin engine,Chicago,IL,,
"Lynch, George A.",Lynch, George A.,27-Jun-44,Flight Officer,SE-44-F,TAAF,Single engine,Valley Stream,NY,,
"Lynch, Lewis J.",Lynch, Lewis J.,27-Jun-44,2nd Lt,SE-44-F,TAAF,Single engine,Columbus,OH,,
"Lynn, Samuel",Lynn, Samuel,5-Dec-43,2nd Lt,TE-43-K,TAAF,Twin engine,Jamaica,NY,,
"Macon, Richard D.",Macon, Richard D.,8-Feb-44,2nd Lt,SE-44-B,TAAF,Single engine,Birmingham,AL,,
"Manley, Edward E.",Manley, Edward E.,8-Sep-44,Flight Officer,SE-44-H,TAAF,Single engine,Los Angeles,CA,,
"Mann, Hiram E.",Mann, Hiram E.,27-Jun-44,2nd Lt,SE-44-F,TAAF,Single engine,Cleveland,OH,,
"Manning, Albert H.",Manning, Albert H.,28-May-43,2nd Lt,SE-43-E,TAAF,Single engine,Hartsville,SC,,
"Manning, Walter P.",Manning, Walter P.,15-Apr-44,2nd Lt,SE-44-D,TAAF,Single engine,Philadelphia,PA,"Downed 1 Fw-190 on April 1, 1945",
"Maples, Andrew, Jr.",Maples," Andrew, Jr.",14-Jan-43,2nd Lt,SE-43-A,TAAF,Single engine,Orange,VA,,
"Maples, Harold B.",Maples, Harold B.,4-Aug-45,Flight Officer,TE-45-E,TAAF,Twin engine,Orange,VA,,
"Marshall, Andrew D.",Marshall, Andrew D.,12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,Wadesboro,NC,,
"Martin, August J.",Martin, August J.,8-Sep-45,2nd Lt,SE-45-F,TAAF,Single engine,Bronx,NY,,
"Martin, George H. O.",Martin, George H. O.,12-Oct-48,1st Lt,,"Williams AFB, AZ",Single engine,,,,
"Martin, Maceo Conrad, Jr.",Martin," Maceo Conrad, Jr.",14-May-46,Flight Officer,SE-46-B,TAAF,Single engine,Unknown,,,
"Martin, Robert L.",Martin, Robert L.,7-Jan-44,2nd Lt,SE-44-A,TAAF,Single engine,Dubuque,IA,,
"Masciana, Andrea P.",Masciana, Andrea P.,7-Jan-44,2nd Lt,TE-44-A,TAAF,Twin engine,Washington,DC,,
"Mason, James W.",Mason, James W.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Monroe,LA,,
"Mason, Ralph W.",Mason, Ralph W.,8-Sep-45,2nd Lt,SE-45-F,TAAF,Single engine,Detroit,MI,,
"Mason, Theodore O.",Mason, Theodore O.,16-Oct-44,2nd Lt,TE-44-I-1,TAAF,Twin engine,Cadiz,OH,,
"Mason, Thurston",Mason, Thurston,22-Oct-43,2nd Lt,CL-43-2,TAAF,Liaison pilot,Chicago,IL,,
"Mason, Vincent J.",Mason, Vincent J.,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Orange,NJ,,
"Matthews, Charles R.",Matthews, Charles R.,23-Mar-46,2nd Lt,TE-46-A,TAAF,Twin engine,Philadelphia,PA,,
"Matthews, George B.",Matthews, George B.,8-Feb-44,2nd Lt,TE-44-B,TAAF,Twin engine,Los Angeles,CA,,
"Matthews, Samuel",Matthews, Samuel,8-Sep-44,Flight Officer,SE-44-H,TAAF,Single engine,Birmingham,AL,,
"Mattison, William T.",Mattison, William T.,9-Oct-42,2nd Lt,SE-42-I,TAAF,Single engine,Conway,AR,,
"Maxwell, Charles C.",Maxwell, Charles C.,16-Oct-44,Flight Officer,TE-44-I-1,TAAF,Twin engine,New York,NY,,
"Maxwell, Robert L.",Maxwell, Robert L.,8-Sep-45,2nd Lt,TE-45-F,TAAF,Twin engine,Bronx,NY,,
"May, Cornelius F.",May, Cornelius F.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Indianapolis,IN,,
"McCarroll, Rixie H.",McCarroll, Rixie H.,12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,Gary,IN,,
"McClelland, Harvey L.",McClelland, Harvey L.,11-Mar-45,Flight Officer,TE-45-A,TAAF,Twin engine,Asheville,NC,,
"McClenic, William B., Jr.",McClenic," William B., Jr.",30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,Akron,OH,,
"McClure, John H.",McClure, John H.,5-Aug-42,2nd Lt,SE-42-G,TAAF,Single engine,Kokomo,IN,,
"McCode, John E.",McCode, John E.,22-Oct-43,2nd Lt,CL-43-2,TAAF,Liaison pilot,Houston,TX,,
"McCoy, Andrew A., Jr.",McCoy," Andrew A., Jr.",29-Apr-46,2nd Lt,,"Stewart Field, NY",Single engine,,,,
"McCreary, Walter L.",McCreary, Walter L.,25-Mar-43,2nd Lt,SE-43-C,TAAF,Single engine,San Antonio,TX,,
"McCrory, Felix M.",McCrory, Felix M.,8-Sep-44,2nd Lt,SE-44-H,TAAF,Single engine,Yuma,AZ,,
"McCrumby, George T.",McCrumby, George T.,14-Jan-43,2nd Lt,SE-43-A,TAAF,Single engine,Ft. Worth,TX,,
"McCullin, James L.",McCullin, James L.,6-Sep-42,2nd Lt,SE-42-H,TAAF,Single engine,St. Louis,MO,,
"McDaniel, Armour G.",McDaniel, Armour G.,14-Jan-43,2nd Lt,SE-43-A,TAAF,Single engine,Martinsville,VA,"Downed 1 Me-109 on July 20, 1944",
"McGarrity, Thomas Hamlin",McGarrity, Thomas Hamlin,29-Jan-46,2nd Lt,SE-45-I,TAAF,Single engine,Chicago,IL,,
