Count,Source,Destination
2,Sao Tome,"Spanish Circum-Caribbean,unspecified"
2,Sao Tome,"Spanish Caribbean, unspecified"
2,Sao Tome,"Spanish Americas, port unspecified"
2,Sao Tome,Sao Sebastiao
2,Sao Tome,"Puerto Rico, port unspecified"
2,Sao Tome,New Spain
2,Sao Tome,Montevideo
2,Saint-Louis,Petit-Goave
2,Saint-Louis,"North Carolina, port unspecified"
2,Saint-Louis,New York
2,Saint-Louis,La Balise
2,Saint-Louis,"Cuba, port unspecified"
2,Saint-Louis,Buenos Aires
2,River Kissey,NA
2,River del Rey,NA
2,River del Rey,"Martinique, port unspecified"
2,River Brass,NA
2,River Brass,"Cuba, port unspecified"
2,River Brass,"Americas, port unspecified"
2,Rio Zaire,Rio de Janeiro
2,Rio Pongo,"Florida, port unspecified"
2,Rio Pongo,Cabanas
2,Rio Pongo,"Americas, port unspecified"
2,Rio Nun,NA
2,Rio Nunez,Suriname
2,Rio Nunez,NA
2,Rio Nunez,Demerara
2,Rio Forcados,Curacao
2,Quirimba,Cap Francais
2,Quilimane,Ponta Negro
2,Quilimane,NA
2,Quilimane,Montevideo
2,Quilimane,Macae
2,Quilimane,Ilha de Marambaia
2,Quaqua,"Grenada, port unspecified"
2,Princes Island,Sagua
2,Princes Island,"Martinique, port unspecified"
2,Princes Island,Charleston
2,Portuguese Guinea,Santa Marta
2,Portuguese Guinea,Para
2,Porto Novo,NA
2,Porto Novo,Demerara
2,Popo,Zion Hill
2,Popo,"St. Kitts, port unspecified"
2,Popo,Saint John (Antigua)
2,Popo,Havana
2,Popo,"Grenada, port unspecified"
2,Popo,"Dominica, port unspecified"
2,Popo,Curacao
2,Pokesoe (Princes Town),St. Thomas
2,New Calabar,York River
2,New Calabar,West Indies (colony unspecified)
2,New Calabar,Tenerife
2,New Calabar,"Spanish Caribbean, unspecified"
2,New Calabar,Savanna la Mar
2,New Calabar,"Pernambuco, port unspecified"
2,New Calabar,"Montserrat, port unspecified"
2,New Calabar,"French Caribbean, colony unspecified"
2,New Calabar,"Cuba, port unspecified"
2,New Calabar,Cartagena
2,New Calabar,Buenos Aires
2,New Calabar,Basse-Terre
2,New Calabar,"Americas, port unspecified"
2,NA,"Spanish Circum-Caribbean,unspecified"
2,NA,"Puerto Rico, port unspecified"
2,NA,Newport
2,NA,"Martinique, port unspecified"
2,NA,Buenos Aires
2,Mozambique,"Rio de Janeiro, Sao Paulo, Santa Catarina"
2,Mozambique,Rio de Janeiro province
2,Mozambique,Mariel
2,Mozambique,Macae
2,Mozambique,Leogane
2,Mozambique,Ilha de Marambaia
2,Mozambique,Charleston
2,Mozambique,"Americas, port unspecified"
2,Mauritius (Ile de France),Montevideo
2,Malembo,West Indies (colony unspecified)
2,Malembo,Saint-Marc
2,Malembo,Saint John (Antigua)
2,Malembo,"Puerto Rico, port unspecified"
2,Malembo,"Maryland, port unspecified"
2,Malembo,Maranhao
2,Malembo,"Dominica, port unspecified"
2,Madeira,"Barbados, port unspecified"
2,Luanda,Ubatuba
2,Luanda,"Spanish Circum-Caribbean,unspecified"
2,Luanda,Santiago de Cuba
2,Luanda,Santa Marta
2,Luanda,San Domingo (a) Santo Domingo
2,Luanda,Parati
2,Luanda,Paraiba
2,Luanda,Montevideo
2,Luanda,Marica
2,Luanda,Ilha de Itamaric
2,Luanda,Guatemala
2,Luanda,Cumana
2,Luanda,Cabo Frio
2,Luanda,Baia de Botafogo
2,Luanda,"Bahamas, port unspecified"
2,Luanda,"Americas, port unspecified"
2,Lourenco Marques,NA
2,Loango,St. Thomas
2,Loango,Saint John (Antigua)
2,Loango,Para
2,Loango,New York
2,Loango,New Orleans
2,Loango,"French Caribbean, colony unspecified"
2,Loango,Freetown
2,Loango,Cayenne
2,Little Popo,Port-au-Prince
2,Little Popo,"Americas, port unspecified"
2,Little Bassa,Freetown
2,"Lagos, Onim","St. Vincent, port unspecified"
2,"Lagos, Onim",Sao Sebastiao
2,"Lagos, Onim","Jamaica, port unspecified"
2,"Lagos, Onim",Isla de Pinas
2,"Lagos, Onim","Dominica, port unspecified"
2,"Lagos, Onim",Basse-Terre
2,"Lagos, Onim","Barbados, port unspecified"
2,Kormantine,Cap Francais
2,Kilwa,"Saint-Domingue, port unspecified"
2,Kilwa,Leogane
2,Jacquin,Paramaribo
2,Jacquin,NA
2,Jacquin,"Jamaica, port unspecified"
2,Jacquin,Freetown
2,Jacquin,Essequibo
2,Inhambane,"Pernambuco, port unspecified"
2,Iles Plantain,"Barbados, port unspecified"
2,Iles de Los,Demerara
2,Ife,"Bahia, port unspecified"
2,Grand Sestos,NA
2,Grand Mesurado,Cap Francais
2,Grand Mesurado,"Barbados, port unspecified"
2,Grand Bassa,NA
2,Goree,Suriname
2,Goree,"Jamaica, port unspecified"
2,Goree,Havana
2,Goree,Fort Dauphin
2,Goree,"British Caribbean, colony unspecified"
2,Goree,Basse-Terre
2,Goree,"Bahamas, port unspecified"
2,"Gold Coast, port unspecified","Tortola, port unspecified"
2,"Gold Coast, port unspecified","South Carolina, port unspecified"
2,"Gold Coast, port unspecified",Savanna la Mar
2,"Gold Coast, port unspecified",Saint-Marc
2,"Gold Coast, port unspecified",Rio de Janeiro
2,"Gold Coast, port unspecified",Rappahannock
2,"Gold Coast, port unspecified",Port-au-Prince
2,"Gold Coast, port unspecified",Leogane
2,"Gold Coast, port unspecified",Falmouth (Jam.)
2,"Gold Coast, port unspecified",Cartagena
2,"Gold Coast, port unspecified","Bahamas, port unspecified"
2,"Gold Coast, port unspecified",Annapolis
2,"Gold Coast, Fr. definition",Port-de-Paix
2,"Gold Coast, Fr. definition","French Caribbean, colony unspecified"
2,Gold Coast east of Kormantine,Paraiba
2,Gambia,St. Thomas
2,Gambia,"Rhode Island, port unspecified"
2,Gambia,Philadelphia
2,Gambia,Martha Brae
2,Gambia,Hampton
2,Gambia,Cayes (Les)
2,Gambia,Beaufort
2,Gambia,"Antigua, port unspecified"
2,Gambia,"Americas, region unspecified"
2,Gallinhas,Savannah
2,Gallinhas,Saint John (Antigua)
2,Gallinhas,Kingston
2,Gallinhas,"Dominica, port unspecified"
2,Gallinhas,Demerara
2,Gallinhas,Cayenne
2,Gallinhas,Caribbean (colony unspecified)
2,Galam,NA
2,Gabon,"St. Vincent, port unspecified"
2,Gabon,Para
2,Gabon,Maranhao
2,Gabon,Cayes (Les)
2,Gabon,Cayenne
2,Gabon,"British Caribbean, colony unspecified"
2,French Africa (Goree or Senegal),Santiago de Cuba
2,Epe,Cul-de-Sac
2,Elmina,"Martinique, port unspecified"
2,Elmina,Essequibo
2,Elmina,Charleston
2,Elmina,"Americas, region unspecified"
2,Cote de Malaguette (runs through to Cape Palmas on Windward Coast),NA
2,Corisco,Curacao
2,Congo River,"Tortola, port unspecified"
2,Congo River,St. Croix
2,Congo River,"Rio de Janeiro, Sao Paulo, Santa Catarina"
2,Congo River,Port-au-Prince
2,Congo River,Ponta Negro
2,Congo River,Key West
2,Congo River,Ilha Grande
2,Congo River,"Cuba, west coast"
2,Congo River,Campos
2,Congo River,Buenos Aires
2,Congo River,"Barbados, port unspecified"
2,Congo River,Bahia Honda
2,Congo North,Savannah
2,Congo North,Rio de Janeiro
2,Christiansborg,"Americas, port unspecified"
2,Cess,Suriname
2,Cess,"Martinique, port unspecified"
2,Cap Lopez,Rio de Janeiro province
2,Cap Lopez,"Pernambuco, port unspecified"
2,Cap Lopez,"Martinique, port unspecified"
2,Cap Lopez,"Barbados, port unspecified"
2,Cape Verde Islands,San Juan
2,Cape Verde Islands,"Pernambuco, port unspecified"
2,Cape Verde Islands,Paraiba
2,Cape Verde Islands,Basse-Terre
2,Cape Verde Islands,"Barbados, port unspecified"
2,Cape Mount (Cape Grand Mount),St. Croix
2,Cape Mount (Cape Grand Mount),"Saint-Domingue, port unspecified"
2,Cape Mount (Cape Grand Mount),"Cuba, port unspecified"
2,Cape Mount (Cape Grand Mount),"Americas, port unspecified"
2,Cape Lahou,Kingston
2,Cape Lahou,Curacao
2,Cape Coast Castle,Veracruz
2,Cape Coast Castle,"Trinidad, port unspecified"
2,Cape Coast Castle,"French Caribbean, colony unspecified"
2,Cape Coast Castle,Cartagena
2,Cape Coast Castle,"Bahia, port unspecified"
2,Cape Coast Castle,"Antigua, port unspecified"
2,Cameroons,"Virginia, port unspecified"
2,Cameroons,Suriname
2,Cameroons,"St. Vincent, port unspecified"
2,Cameroons,St. Thomas
2,Cameroons,St. Croix
2,Cameroons River,"Grenada, port unspecified"
2,Cameroons River,"Dominica, port unspecified"
2,Cameroons River,"Barbados, port unspecified"
2,Cameroons,"Bahia, port unspecified"
2,Calabar,Zion Hill
2,Calabary,"Barbados, port unspecified"
2,Calabar,"St. Lucia, port unspecified"
2,Calabar,"Montserrat, port unspecified"
2,Calabar,Martha Brae
2,Calabar,Leogane
2,Calabar,Antonia
2,Cacheu,"Spanish Caribbean, unspecified"
2,Cacheu,New Spain
2,Cabinda,"Saint-Domingue, port unspecified"
2,Cabinda,Rio Sao Jeso
2,Cabinda,Ponta Negro
2,Cabinda,Para
2,Cabinda,"Maryland, port unspecified"
2,Cabinda,Marica
2,Cabinda,Mangaratiba
2,Cabinda,Macae
2,Cabinda,Essequibo
2,Cabinda,"Americas, region unspecified"
2,Bonny,Saint-Marc
2,Bonny,"Saint-Domingue, port unspecified"
2,Bonny,Rio de Janeiro
2,Bonny,Martha Brae
2,Bonny,Lucea (a) St. Lucea
2,Bonny,Leogane
2,Bonny,"Guadeloupe, port unspecified"
2,Bonny,"French Caribbean, colony unspecified"
2,Bonny,Cartagena
2,Bonny,Caribbean (colony unspecified)
2,Bonny,Buenos Aires
2,Bissau,"Saint-Domingue, port unspecified"
2,Bissau,Rio de Janeiro
2,Bissau,Matanzas
2,Bissau,Lisbon
2,Bissau,"Jamaica, port unspecified"
2,Bissau,Freetown
2,Bissau,"Bahia, port unspecified"
2,Bimbia,"St. Vincent, port unspecified"
2,Bimbia,"Grenada, port unspecified"
2,Bimbia,Freetown
2,Bights,Santiago de Cuba
2,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Virginia, port unspecified"
2,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",St. Thomas
2,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Port-au-Prince
2,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Newcastle (Nevis)
2,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Hispaniola, unspecified"
2,"Bight of Benin, port unspecified",Veracruz
2,"Bight of Benin, port unspecified",Santos
2,"Bight of Benin, port unspecified",Montevideo
2,"Bight of Benin, port unspecified",Matanzas
2,"Bight of Benin, port unspecified",Leogane
2,"Bight of Benin, port unspecified","Cuba, port unspecified"
2,"Bight of Benin, port unspecified",Cartagena
2,"Bight of Benin, port unspecified","Americas, port unspecified"
2,Benin,Zion Hill
2,Benin,"Tortola, port unspecified"
2,Benin,"St. Lucia, port unspecified"
2,Benin,Saint-Marc
2,Benin,Saint John (Antigua)
2,Benin,Leogane
2,Benin,Havana
2,Benin,Freetown
2,Benin,Charleston
2,Benin,Basse-Terre
2,Benguela,Ponta Negro
2,Benguela,Paranagua
2,Benguela,"Matanzas province, south"
2,Benguela,Matanzas
2,Benguela,Mangaratiba
2,Benguela,Cabo Frio
2,Benguela,Buenos Aires
2,Bassa,Suriname
2,Bassa,"Martinique, port unspecified"
2,Bassa,Demerara
2,Bance Island (Ben's Island),Suriname
2,Bance Island (Ben's Island),Savannah
2,Bance Island (Ben's Island),"Grenada, port unspecified"
2,Bance Island (Ben's Island),"Dominica, port unspecified"
2,Bance Island (Ben's Island),Basse-Terre
2,Banana Islands,Savannah
2,Banana Islands,Montego Bay
2,Banana Islands,Kingston
2,Banana Islands,Charleston
2,Banana Islands,Cap Francais
2,Banana Islands,"British Caribbean, colony unspecified"
2,Badagry/Apa,Paramaribo
2,Badagry/Apa,Demerara
2,Badagry/Apa,Cayes (Les)
2,Badagry/Apa,Basse-Terre
2,Badagry/Apa,"Americas, port unspecified"
2,Ardra,Newcastle (Nevis)
2,Ardra,Cap Francais
2,Apammin,Suriname
2,Anomabu,York River
2,Anomabu,Upper James River
2,Anomabu,St. Eustatius
2,Anomabu,"Saint-Domingue, port unspecified"
2,Anomabu,Rio de Janeiro
2,Anomabu,"Rhode Island, port unspecified"
2,Anomabu,Montevideo
2,Ambriz,Port-au-Prince
2,Ambriz,"Martinique, port unspecified"
2,Ambriz,Buenos Aires
2,Albreda,NA
2,Alampo,"Jamaica, port unspecified"
2,"Africa., port unspecified",Venezuela
2,"Africa., port unspecified",Trujillo
2,"Africa., port unspecified",Taipu
2,"Africa., port unspecified","St. Barthelemy, port unspecified"
2,"Africa., port unspecified",St. Augustine
2,"Africa., port unspecified",Spanish Town
2,"Africa., port unspecified",Rio Grande do Sul Province
2,"Africa., port unspecified",Port-de-Paix
2,"Africa., port unspecified",Ocoa
2,"Africa., port unspecified",North Potomac
2,"Africa., port unspecified",Middletown
2,"Africa., port unspecified",Lower James River
2,"Africa., port unspecified",Londontowne
2,"Africa., port unspecified",La Balise
2,"Africa., port unspecified",Hampton
2,"Africa., port unspecified",Hamilton (Bermuda)
2,"Africa., port unspecified","Gustavia, St. Barthelemy"
2,"Africa., port unspecified","Georgia, port unspecified"
2,"Africa., port unspecified",Delaware River
2,"Africa., port unspecified",Cul-de-Sac
2,"Africa., port unspecified",Cape of Good Hope
2,"Africa., port unspecified",Baracoa
2,"Africa., port unspecified","Antigua, port unspecified"
2,"Africa., port unspecified","Africa., port unspecified"
2,"Africa., port unspecified",???
2,Accra,Montevideo
2,Accra,"Jamaica, port unspecified"
1,Zanzibar,Santiago de Cuba
1,Zanzibar,Montevideo
1,Zanzibar,"Martinique, port unspecified"
1,Windward + Ivory + Gold + Benin,"Spanish Circum-Caribbean,unspecified"
1,Windward + Ivory + Gold + Benin,Saint-Marc
1,Windward + Ivory + Gold + Benin,Petit-Goave
1,Windward + Ivory + Gold + Benin,Leogane
1,Windward + Ivory + Gold + Benin,"Dutch Guianas, colony unspecified"
1,Windward + Ivory + Gold + Benin,Demerara
1,Windward + Ivory + Gold + Benin,Charleston
1,Windward + Ivory + Gold + Benin,Cayenne
1,Windward + Ivory + Gold + Benin,"Bahia, port unspecified"
1,Windward + Ivory + Gold + Benin,Annotto Bay
1,"Windward Coast, port unspecified","Trinidad, port unspecified"
1,"Windward Coast, port unspecified",St. Eustatius
1,"Windward Coast, port unspecified",Spanish Town
1,"Windward Coast, port unspecified","South Carolina, port unspecified"
1,"Windward Coast, port unspecified","Saint-Domingue, port unspecified"
1,"Windward Coast, port unspecified",Sagua
1,"Windward Coast, port unspecified",Paramaribo
1,"Windward Coast, port unspecified",New London
1,"Windward Coast, port unspecified",Newcastle (Nevis)
1,"Windward Coast, port unspecified","Montserrat, port unspecified"
1,"Windward Coast, port unspecified",Montevideo
1,"Windward Coast, port unspecified",Montego Bay
1,"Windward Coast, port unspecified",Lucea (a) St. Lucea
1,"Windward Coast, port unspecified",Falmouth (Jam.)
1,"Windward Coast, port unspecified",Curacao
1,"Windward Coast, port unspecified",Cul-de-Sac
1,"Windward Coast, port unspecified",Cayes (Les)
1,"Windward Coast, port unspecified",Cayenne
1,"Windward Coast, port unspecified",Black River
1,"Windward Coast, port unspecified","Antigua, port unspecified"
1,"Windward Coast, port unspecified",Annapolis
1,Windward Coast (Nunez - Assini),"St. Lucia, port unspecified"
1,Windward Coast (Nunez - Assini),"Saint-Domingue, port unspecified"
1,Windward Coast (Nunez - Assini),"Jamaica, port unspecified"
1,Windward Coast (Nunez - Assini),Basse-Terre
1,Windward Coast (Nunez - Assini),Annotto Bay
1,Wiamba,"Barbados, port unspecified"
1,Whydah,York River
1,Whydah,Upper James River
1,Whydah,"Trinidad, port unspecified"
1,Whydah,"Spanish Circum-Caribbean,unspecified"
1,Whydah,"Spanish Americas, port unspecified"
1,Whydah,Sao Sebastiao
1,Whydah,Santiago de Cuba
1,Whydah,Rappahannock
1,Whydah,"Puerto Rico, port unspecified"
1,Whydah,Mobile
1,Whydah,"Magari, Manzanillo"
1,Whydah,Lisbon
1,Whydah,La Balise
1,Whydah,Key West
1,Whydah,Isla de Pinas
1,Whydah,"Florida, port unspecified"
1,Whydah,Cul-de-Sac
1,Whydah,Cardenas
1,Whydah,Campos
1,Whydah,"British Honduras, port unspecified"
1,West of Cape Apolonia,NA
1,West of Cape Apolonia,"Americas, region unspecified"
1,"West Central Africa and St. Helena, port unspecified",Venezuela
1,"West Central Africa and St. Helena, port unspecified",Trujillo
1,"West Central Africa and St. Helena, port unspecified","St. Barthelemy, port unspecified"
1,"West Central Africa and St. Helena, port unspecified","Spanish Caribbean, unspecified"
1,"West Central Africa and St. Helena, port unspecified",South Potomac
1,"West Central Africa and St. Helena, port unspecified","South Carolina, port unspecified"
1,"West Central Africa and St. Helena, port unspecified",Sao Tome
1,"West Central Africa and St. Helena, port unspecified",Santa Marta
1,"West Central Africa and St. Helena, port unspecified",Samana
1,"West Central Africa and St. Helena, port unspecified",Saint Ann's Bay
1,"West Central Africa and St. Helena, port unspecified",Rio Sao Jeso
1,"West Central Africa and St. Helena, port unspecified",Rio Grande do Sul Province
1,"West Central Africa and St. Helena, port unspecified",Rio de la Hacha
1,"West Central Africa and St. Helena, port unspecified",Rappahannock
1,"West Central Africa and St. Helena, port unspecified",Portobelo
1,"West Central Africa and St. Helena, port unspecified",Ponta Negro
1,"West Central Africa and St. Helena, port unspecified",Petit-Goave
1,"West Central Africa and St. Helena, port unspecified",Paramaribo
1,"West Central Africa and St. Helena, port unspecified",Para
1,"West Central Africa and St. Helena, port unspecified","Montserrat, port unspecified"
1,"West Central Africa and St. Helena, port unspecified",Maldonado
1,"West Central Africa and St. Helena, port unspecified",Lower James River
1,"West Central Africa and St. Helena, port unspecified",Louisiana
1,"West Central Africa and St. Helena, port unspecified",Lima
1,"West Central Africa and St. Helena, port unspecified",Guatemala
1,"West Central Africa and St. Helena, port unspecified","Guadeloupe, port unspecified"
1,"West Central Africa and St. Helena, port unspecified","French Caribbean, colony unspecified"
1,"West Central Africa and St. Helena, port unspecified","France, port unspecified"
1,"West Central Africa and St. Helena, port unspecified",Essequibo
1,"West Central Africa and St. Helena, port unspecified","Danish West Indies, colony unspecified"
1,"West Central Africa and St. Helena, port unspecified",Cumingsberg
1,"West Central Africa and St. Helena, port unspecified","Cuba, south coast"
1,"West Central Africa and St. Helena, port unspecified",Campeche
1,"West Central Africa and St. Helena, port unspecified",Berbice
1,"West Central Africa and St. Helena, port unspecified",Beaufort
1,"West Central Africa and St. Helena, port unspecified",Antonia
1,"West Central Africa and St. Helena, port unspecified",Annapolis
1,"West Central Africa and St. Helena, port unspecified",Alagoas province
1,Trade Town,Freetown
1,Touau-Toro (location undetermined),Santiago de Cuba
1,Tabou,"Grenada, port unspecified"
1,Sugary (Siekere),Saint John (Antigua)
1,St. Paul,"Saint-Domingue, port unspecified"
1,St. Paul,"Barbados, port unspecified"
1,St. Lawrence,"Jamaica, port unspecified"
1,Soyo,"Barbados, port unspecified"
1,"Southeast Africa and Indian Ocean islands, port unspecified","Saint-Domingue, port unspecified"
1,"Southeast Africa and Indian Ocean islands, port unspecified",Port-au-Prince
1,"Southeast Africa and Indian Ocean islands, port unspecified","Cuba, port unspecified"
1,"Southeast Africa and Indian Ocean islands, port unspecified",Cape of Good Hope
1,"Southeast Africa and Indian Ocean islands, port unspecified",Buenos Aires
1,"Southeast Africa and Indian Ocean islands, port unspecified",Basse-Terre
1,"Southeast Africa and Indian Ocean islands, port unspecified","Barbados, port unspecified"
1,"Southeast Africa and Indian Ocean islands, port unspecified","Americas, region unspecified"
1,Sofala,Rio de Janeiro
1,Sofala,NA
1,Sofala,Charleston
1,Sofala,Cabo Frio
1,"Sierra Leone, port unspecified",Suriname
1,"Sierra Leone, port unspecified",Savannah
1,"Sierra Leone, port unspecified",Port Royal
1,"Sierra Leone, port unspecified",Paramaribo
1,"Sierra Leone, port unspecified",Newport
1,"Sierra Leone, port unspecified","Jamaica, port unspecified"
1,"Sierra Leone, port unspecified","Cuba, port unspecified"
1,"Sierra Leone, port unspecified",Cayes (Les)
1,"Sierra Leone, port unspecified",Cap Francais
1,"Sierra Leone, port unspecified",Cabo Frio
1,"Sierra Leone, port unspecified",Cabo de Buzios
1,"Sierra Leone, port unspecified","British Honduras, port unspecified"
1,"Sierra Leone, port unspecified",Basse-Terre
1,"Sierra Leone, port unspecified","Bahia, port unspecified"
1,Sierra Leone estuary,York River
1,Sierra Leone estuary,"St. Lucia, port unspecified"
1,Sierra Leone estuary,"South Carolina, port unspecified"
1,Sierra Leone estuary,"Rhode Island, port unspecified"
1,Sierra Leone estuary,Rappahannock
1,Sierra Leone estuary,Port Maria
1,Sierra Leone estuary,Port-de-Paix
1,Sierra Leone estuary,Paramaribo
1,Sierra Leone estuary,"North Carolina, port unspecified"
1,Sierra Leone estuary,"Montserrat, port unspecified"
1,Sierra Leone estuary,Montevideo
1,Sierra Leone estuary,Martha Brae
1,Sierra Leone estuary,"Florida, port unspecified"
1,Sierra Leone estuary,Curacao
1,Sierra Leone estuary,Cayenne
1,Sierra Leone estuary,Canary Islands
1,Sierra Leone estuary,Buenos Aires
1,Sierra Leone estuary,Boston
1,Sierra Leone estuary,Black River
1,Sierra Leone estuary,Berbice
1,Sierra Leone estuary,Arcahaie
1,Sherbro,St. Thomas
1,Sherbro,Savannah
1,Sherbro,Santiago de Cuba
1,Sherbro,"Rhode Island, port unspecified"
1,Sherbro,Montevideo
1,Sherbro,"Maryland, port unspecified"
1,Sherbro,Mariel
1,Sherbro,"Cuba, port unspecified"
1,Sherbro,Caribbean (colony unspecified)
1,Sherbro,Antonia
1,Sherbro,Annapolis
1,Sherbro,"Americas, port unspecified"
1,Settra Kru,NA
1,Settra Kru,"Barbados, port unspecified"
1,Senegambia or Sierra Leone,Havana
1,Senegambia or Sierra Leone,Demerara
1,Senegambia or Sierra Leone,Charleston
1,"Senegambia and offshore Atlantic, port unspecified","Trinidad, port unspecified"
1,"Senegambia and offshore Atlantic, port unspecified","St. Kitts, port unspecified"
1,"Senegambia and offshore Atlantic, port unspecified",South Potomac
1,"Senegambia and offshore Atlantic, port unspecified","Senegambia and offshore Atlantic, port unspecified"
1,"Senegambia and offshore Atlantic, port unspecified",Santa Marta
1,"Senegambia and offshore Atlantic, port unspecified","Saint-Domingue, port unspecified"
1,"Senegambia and offshore Atlantic, port unspecified",Port Royal
1,"Senegambia and offshore Atlantic, port unspecified",Portobelo
1,"Senegambia and offshore Atlantic, port unspecified",Patuxent
1,"Senegambia and offshore Atlantic, port unspecified",Para
1,"Senegambia and offshore Atlantic, port unspecified",Ocoa
1,"Senegambia and offshore Atlantic, port unspecified",New Orleans
1,"Senegambia and offshore Atlantic, port unspecified","Maryland, port unspecified"
1,"Senegambia and offshore Atlantic, port unspecified",Margarita
1,"Senegambia and offshore Atlantic, port unspecified",Lisbon
1,"Senegambia and offshore Atlantic, port unspecified",Le Havre
1,"Senegambia and offshore Atlantic, port unspecified","Jamaica, port unspecified"
1,"Senegambia and offshore Atlantic, port unspecified",Jacmel
1,"Senegambia and offshore Atlantic, port unspecified",French Africa (Goree or Senegal)
1,"Senegambia and offshore Atlantic, port unspecified","France, port unspecified"
1,"Senegambia and offshore Atlantic, port unspecified","Cuba, port unspecified"
1,"Senegambia and offshore Atlantic, port unspecified","British Caribbean, colony unspecified"
1,"Senegambia and offshore Atlantic, port unspecified",Biloxi
1,"Senegambia and offshore Atlantic, port unspecified","Antigua, port unspecified"
1,Scarcies,Saint-Marc
1,Scarcies,NA
1,Sassandra,Saint-Marc
1,Sassandra,NA
1,Sassandra,Leogane
1,Sao Tome,Para
1,Sao Tome or Princes Island,Maranhao
1,Sao Tome,Ocoa
1,Sao Tome,Matanzas
1,Sao Tome,Lisbon
1,Sao Tome,Lagos
1,Sao Tome,Kingston
1,Sao Tome,"Jamaica, port unspecified"
1,Sao Tome,Ilha Grande
1,Sao Tome,Freetown
1,Sao Tome,"Cuba, south coast"
1,Sao Tome,Catuamo and Maria Farinha
1,Sao Tome,Caribbean (colony unspecified)
1,Sao Tome,Cabanas
1,Sao Tome,Buenos Aires
1,Sao Tome,Basse-Terre
1,Sao Tome,Bahia Honda
1,Sao Tome,"Americas, region unspecified"
1,Salinas,Luanda
1,Salinas,Demerara
1,Saint-Louis,Upper James River
1,Saint-Louis,"Tortola, port unspecified"
1,Saint-Louis,Suriname
1,Saint-Louis,"St. Lucia, port unspecified"
1,Saint-Louis,"St. Barthelemy, port unspecified"
1,Saint-Louis,St. Augustine
1,Saint-Louis,South Potomac
1,Saint-Louis,"Senegambia and offshore Atlantic, port unspecified"
1,Saint-Louis,Rappahannock
1,Saint-Louis,"Puerto Rico, port unspecified"
1,Saint-Louis,Port-de-Paix
1,Saint-Louis,New Orleans
1,Saint-Louis,Newcastle (Nevis)
1,Saint-Louis,"Montserrat, port unspecified"
1,Saint-Louis,"Maryland, port unspecified"
1,Saint-Louis,Louisiana
1,Saint-Louis,Kingston
1,Saint-Louis,Jacmel
1,Saint-Louis,Hampton
1,Saint-Louis,French Africa (Goree or Senegal)
1,Saint-Louis,Freetown
1,Saint-Louis,Falmouth (Jam.)
1,Saint-Louis,Annapolis
1,Rock Sestos,NA
1,River Kissey,"St. Vincent, port unspecified"
1,River Kissey,Saint John (Antigua)
1,River Kissey,"Grenada, port unspecified"
1,River del Rey,Portobelo
1,River del Rey,"Pernambuco, port unspecified"
1,River del Rey,"Dominica, port unspecified"
1,River del Rey,Canary Islands
1,River del Rey,Buenos Aires
1,River Brass,"Martinique, port unspecified"
1,Rio Pongo,Suriname
1,Rio Pongo,St. Thomas
1,Rio Pongo,"St. Barthelemy, port unspecified"
1,Rio Pongo,Savannah
1,Rio Pongo,Rio Pongo
1,Rio Pongo,Paramaribo
1,Rio Pongo,Montevideo
1,Rio Pongo,Matanzas
1,Rio Pongo,Guanimar
1,Rio Pongo,French Africa (Goree or Senegal)
1,Rio Pongo,"British Honduras, port unspecified"
1,Rio Pongo,"British Caribbean, colony unspecified"
1,Rio Pongo,Basse-Terre
1,Rio Pongo,"Barbados, port unspecified"
1,Rio Pongo,"Americas, region unspecified"
1,Rio Nunez,Savannah
1,Rio Nunez,Nassau
1,Rio Nunez,Matanzas
1,Rio Nunez,Kingston
1,Rio Nunez,Basse-Terre
1,Rio Nunez,"Americas, port unspecified"
1,Rio Nun,Cayenne
1,Rio Nazareth,NA
1,Rio Grande,"St. Kitts, port unspecified"
1,Rio Grande,"Spanish Americas, port unspecified"
1,Rio Grande,"Puerto Rico, port unspecified"
1,Rio Grande,NA
1,Rio Forcados,NA
1,Rio Dande (N of Luanda),Luanda
1,Rio Assini,"Americas, region unspecified"
1,Quirimba,Mauritius (Ile de France)
1,Quilimane,Ubatuba
1,Quilimane,Taipu
1,Quilimane,St. Helena
1,Quilimane,"Southeast Brazil, port unspecified"
1,Quilimane,Paranagua
1,Quilimane,Paraiba
1,Quilimane,Mauritius (Ile de France)
1,Quilimane,Mangaratiba
1,Quilimane,Havana
1,Quilimane,Cabo de Buzios
1,Quicombo,St. Helena
1,Quicombo,NA
1,Quicombo,Freetown
1,Princes Island,Sao Sebastiao
1,Princes Island,Santos
1,Princes Island,"Puerto Rico, port unspecified"
1,Princes Island,Montevideo
1,Princes Island,Maranhao
1,Princes Island,Lisbon
1,Princes Island,"Grenada, port unspecified"
1,Princes Island,Cul-de-Sac
1,Princes Island,Cap Francais
1,Princes Island,Basse-Terre
1,Princes Island,Baia de Botafogo
1,Princes Island and Elmina,New Spain
1,Princes Island and Elmina,Cartagena
1,Princes Island,"Americas, region unspecified"
1,Princes Island,"Americas, port unspecified"
1,Portuguese Guinea,West Indies (colony unspecified)
